districts,google_maps_link,address,polling_station,diplomatic entity,kalam,country,lat,long
0,https://goo.gl/maps/ETJibNU6JbC2,"Paseo de la Castellana,178 Bis 2 28046 Madrid",مدريد - مبنى السفارة,سفارة لبنان في مدريد,1,مملكة إسبانيا - أوروبا,40.461193,-3.689121
1 - 2 -3 -4 – 5 - 6 - 7 – 8,https://goo.gl/maps/4EBv5JpT5FE2,"Thunstrasse 20, 3074 Muri Bei Bern",برن - مبنى السفارة,سفارة لبنان في برن,1,الاتحاد السويسري - أوروبا,46.935539,7.478675
9 -10 – 11 - 12 - 13 - 14 -15 - 16 - 17 - 18 - 19 - 20 - 21 - 23 - 24 - 25 - 26,https://goo.gl/maps/4EBv5JpT5FE3,"Thunstrasse 20, 3074 Muri Bei Bern",برن - مبنى السفارة,سفارة لبنان في برن,2,الاتحاد السويسري - أوروبا,46.935539,7.478675
0,https://goo.gl/maps/qGfFhrdg2KR2,"Frederikstraat 2, 2514 LK, La Haye",لاهاي - مبنى السفارة,سفارة لبنان في لاهاي,1,مملكة هولندا - أوروبا,52.0865931,4.3024503
0,https://goo.gl/maps/w6bQfyegr8C2,"11 Aleksandr Puskin Str., Bucharest",بوخارست - مبنى السفارة,سفارة لبنان في بوخارست,1,جمهورية رومانيا - أوروبا,44.4695881,26.0827253
12 - 14 - 15 - 18 - 20 - 24 - 25,https://goo.gl/maps/HKjWaLRu5vp,"15 Palace Gardens Mews, London, W 8-4RB",لندن - مبنى السفارة,سفارة لبنان في لندن,1,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية - أوروبا,51.507797,-0.192655
1 - 2 - 16 - 21 - 23,https://goo.gl/maps/HKjWaLRu5vp,"15 Palace Gardens Mews, London, W 8-4RB",لندن - مبنى السفارة,سفارة لبنان في لندن,2,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية - أوروبا,51.507797,-0.192655
19 - 26 - 10 - 17 - 13 - 11 - 9 - 8 - 4,https://goo.gl/maps/HKjWaLRu5vp,"15 Palace Gardens Mews, London, W 8-4RB",لندن - مبنى السفارة,سفارة لبنان في لندن,3,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية - أوروبا,51.507797,-0.192655
6 - 5 - 3 - 7,https://goo.gl/maps/HKjWaLRu5vp,"15 Palace Gardens Mews, London, W 8-4RB",لندن - مبنى السفارة,سفارة لبنان في لندن,4,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية - أوروبا,51.507797,-0.192655
0,https://goo.gl/maps/4vrmxGFNoXF2,"Paritsi 2, Neo Psichiko 154 51, Greece",اثينا - مبنى السفارة,سفارة لبنان في اثينا,1,المملكة الهيلانية - أوروبا,38.00653,23.777201
1 - 2 - 25 - 15 – 18 – 20 – 14 – 12 – 24 – 8 – 6,https://goo.gl/maps/u2rHN8X3edv,"101 Ave. Franklin Roosevelt, 1050 Bruxelles",بروكسل - مبنى السفارة,سفارة لبنان في بروكسل,1,مملكة بلجيكا - أوروبا,50.802691,4.387898
16 – 21 – 23 – 10 – 19 – 26,https://goo.gl/maps/u2rHN8X3edv,"101 Ave. Franklin Roosevelt, 1050 Bruxelles",بروكسل - مبنى السفارة,سفارة لبنان في بروكسل,2,مملكة بلجيكا - أوروبا,50.802691,4.387898
17 – 13 – 11 – 9 – 4 – 5 – 3 – 7,https://goo.gl/maps/u2rHN8X3edv,"101 Ave. Franklin Roosevelt, 1050 Bruxelles",بروكسل - مبنى السفارة,سفارة لبنان في بروكسل,3,مملكة بلجيكا - أوروبا,50.802691,4.387898
0,https://goo.gl/maps/UZhb7UYgfXs,"Via Giacomo Carissimi, 38, 00198 Roma",روما - مبنى السفارة,سفارة لبنان في روما,1,الجمهورية الإيطالية - أوروبا,50.802691,4.387898
0,https://goo.gl/maps/wxyyQaDaPgQ2,"Via Larga, 26, 20122 Milano",ميلانو- مبنى القنصلية العامة,قنصلية لبنان العامة في ميلانو,2,الجمهورية الإيطالية - أوروبا,45.460905,9.190843
1 - 2 - 25 - 15 - 18 - 20 - 14 - 12 - 3 - 7 - 24 - 5,https://goo.gl/maps/SHGy2qcptjJ2,"Kommendörsgatan 35, 114 58 Stockholm, Sweden",ستوكهولم - مبنى السفارة,سفارة لبنان في ستوكهولم,1,مملكة السويد - أوروبا,59.337404,18.086731
16 - 21 - 23 - 19 - 26 - 27 - 17 - 6 - 8 - 13 – 11 – 9 – 4,https://goo.gl/maps/SHGy2qcptjJ3,"Kommendörsgatan 35, 114 58 Stockholm, Sweden",ستوكهولم - مبنى السفارة,سفارة لبنان في ستوكهولم,2,مملكة السويد - أوروبا,59.337404,18.086731
1 - 2 - 16 - 23- 3 - 7,https://goo.gl/maps/7iF3BhaieNq,"Östergatan 10, 211 25 Malmö, Sweden",Radisson Blu Hotel - مالمو,سفارة لبنان في ستوكهولم,3,مملكة السويد - أوروبا,55.60766,13.007781
15 - 18 - 20 - 14 - 12 - 24 - 19 - 26 - 10 - 11 - 9 - 6 - 8 - 4 - 5,https://goo.gl/maps/7iF3BhaieNq,"Östergatan 10, 211 25 Malmö, Sweden",Radisson Blu Hotel - مالمو,سفارة لبنان في ستوكهولم,4,مملكة السويد - أوروبا,55.60766,13.007781
1 - 2 - 6 - 8 - 4 - 5 - 3 - 7 - 25 - 15,https://goo.gl/maps/TgcyewuDdvF2,"Olof Palmes plats 1, 413 04 Göteborg, Sweden",Folketshus Hotel - غوتنبرغ,سفارة لبنان في ستوكهولم,5,مملكة السويد - أوروبا,57.70072,11.952629
18 - 20 - 14 - 12 - 7 - 24 - 16 - 21 - 23 - 19 -26 - 17 - 9,https://goo.gl/maps/TgcyewuDdvF2,"Olof Palmes plats 1, 413 04 Göteborg, Sweden",Folketshus Hotel - غوتنبرغ,سفارة لبنان في ستوكهولم,6,مملكة السويد - أوروبا,57.70072,11.952629
0,https://goo.gl/maps/G6dx2rDCjVL2,"Ellehammersvej 20, 2770 Kastrup",Clarion Hotel Copenhagen - كوبنهاغن,سفارة لبنان في ستكهولم٠,1,مملكة الدانمارك - أوروبا,55.630453,12.650803
2,https://goo.gl/maps/GVg4v7ZYWZp,"Berliner Str. 127, 13187 Berlin, Germany",برلين - مبنى السفارة,سفارة لبنان في برلين,1,جمهورية ألمانيا الاتحادية - أوروبا,52.569853,13.411991
1 — 2,https://goo.gl/maps/GVg4v7ZYWZp,"Berliner Str. 127, 13187 Berlin, Germany",برلين - مبنى السفارة,سفارة لبنان في برلين,2,جمهورية ألمانيا الاتحادية - أوروبا,52.569853,13.411991
18,https://goo.gl/maps/GVg4v7ZYWZp,"Berliner Str. 127, 13187 Berlin, Germany",برلين - مبنى السفارة,سفارة لبنان في برلين,3,جمهورية ألمانيا الاتحادية - أوروبا,52.569853,13.411991
18,https://goo.gl/maps/GVg4v7ZYWZp,"Berliner Str. 127, 13187 Berlin, Germany",برلين - مبنى السفارة,سفارة لبنان في برلين,4,جمهورية ألمانيا الاتحادية - أوروبا,52.569853,13.411991
20,https://goo.gl/maps/GVg4v7ZYWZp,"Berliner Str. 127, 13187 Berlin, Germany",برلين - مبنى السفارة,سفارة لبنان في برلين,5,جمهورية ألمانيا الاتحادية - أوروبا,52.569853,13.411991
14 - 12,https://goo.gl/maps/GVg4v7ZYWZp,"Berliner Str. 127, 13187 Berlin, Germany",برلين - مبنى السفارة,سفارة لبنان في برلين,6,جمهورية ألمانيا الاتحادية - أوروبا,52.569853,13.411991
21 —24,https://goo.gl/maps/GVg4v7ZYWZp,"Berliner Str. 127, 13187 Berlin, Germany",برلين - مبنى السفارة,سفارة لبنان في برلين,7,جمهورية ألمانيا الاتحادية - أوروبا,52.569853,13.411991
25 — 15 — 16 — 23 — 19 — 26 — 27 —10—17—13—11—9—6—8—4—5—3—7,https://goo.gl/maps/GVg4v7ZYWZp,"Berliner Str. 127, 13187 Berlin, Germany",برلين - مبنى السفارة,سفارة لبنان في برلين,8,جمهورية ألمانيا الاتحادية - أوروبا,52.569853,13.411991
1 — 2 — 25 — 15 — 20 — 17 — 11 — 9 — 6 — 8 — 4 — 5 — 3 — 7,https://goo.gl/maps/tbXu1AQsubR2,"Mainzer Landstraße 268, 60326 Frankfurt am Main, Germany",فرانكفورت - مبنى القنصلية الفخرية,سفارة لبنان في برلين,9,جمهورية ألمانيا الاتحادية - أوروبا,59.337404,18.086738
18 —14—12—24—16—27—10— 21—23—19 — 26,https://goo.gl/maps/tbXu1AQsubR3,"Mainzer Landstraße 268, 60326 Frankfurt am Main, Germany",فرانكفورت - مبنى القنصلية الفخرية,سفارة لبنان في برلين,10,جمهورية ألمانيا الاتحادية - أوروبا,59.337404,18.086738
1 — 2—3—7,https://goo.gl/maps/UHRGGtgiYRC2,"Maritim-Platz 1, 40474 Düsseldorf, Germany",Maritim Hotel - دوسلدورف,سفارة لبنان في برلين,11,جمهورية ألمانيا الاتحادية - أوروبا,51.27592,6.768411
25 —15—18—24,https://goo.gl/maps/UHRGGtgiYRC3,"Maritim-Platz 1, 40474 Düsseldorf, Germany",Maritim Hotel - دوسلدورف,سفارة لبنان في برلين,12,جمهورية ألمانيا الاتحادية - أوروبا,51.27592,6.768411
20 —14—12,https://goo.gl/maps/UHRGGtgiYRC4,"Maritim-Platz 1, 40474 Düsseldorf, Germany",Maritim Hotel - دوسلدورف,سفارة لبنان في برلين,13,جمهورية ألمانيا الاتحادية - أوروبا,51.27592,6.768411
23 —16—21—19—26—27—10—17—11—9—8—4—5,https://goo.gl/maps/UHRGGtgiYRC5,"Maritim-Platz 1, 40474 Düsseldorf, Germany",Maritim Hotel - دوسلدورف,سفارة لبنان في برلين,14,جمهورية ألمانيا الاتحادية - أوروبا,51.27592,6.768411
1 — 2 — 25 — 15 — 18 — 20,https://goo.gl/maps/J1ZJm5gD5FA2,"Hillmannpl. 20, 28195 Bremen, Germany",SwissOtel - بريمن,سفارة لبنان في برلين,15,جمهورية ألمانيا الاتحادية - أوروبا,53.079911,8.809381
14 —24—12—16—21—23—19—26—27—10—6—8—4—5—3,https://goo.gl/maps/J1ZJm5gD5FA3,"Hillmannpl. 20, 28195 Bremen, Germany",SwissOtel - بريمن,سفارة لبنان في برلين,16,جمهورية ألمانيا الاتحادية - أوروبا,53.079911,8.809381
1 — 2 — 15 — 18 — 4 — 20 —5—3—7—6—8,https://goo.gl/maps/ufbY2jCTiaC2,"Rosenstraße 1, 30159 Hannover, Germany",Intercity Hotel - هانوفر,سفارة لبنان في برلين,17,جمهورية ألمانيا الاتحادية - أوروبا,52.376373,9.737994
11 — 27 — 10 — 19 — 26 — 14 — 12 - 24 - 23,https://goo.gl/maps/ufbY2jCTiaC3,"Rosenstraße 1, 30159 Hannover, Germany",Intercity Hotel - هانوفر,سفارة لبنان في برلين,18,جمهورية ألمانيا الاتحادية - أوروبا,52.376373,9.737994
0,https://goo.gl/maps/SThQvNkKKnu,"Besenbinderhof 57A, 20097 Hamburg",Besenbinderhof Saal - هامبورغ,سفارة لبنان في برلين,19,جمهورية ألمانيا الاتحادية - أوروبا,53.55101,10.012525
0,https://goo.gl/maps/YX2fg65xufT2,"Zinzinger Str. 9, 66117 Saarbrücken, Germany",Mercure Hotel - ساربروكن,سفارة لبنان في برلين,20,جمهورية ألمانيا الاتحادية - أوروبا,49.210365,6.965222
0,https://goo.gl/maps/vtuvLGv6egu,"Wintererstraße 89, 79104 Freiburg im Breisgau, Germany",Mercure Hotel - فرايبورغ,سفارة لبنان في برلين,21,جمهورية ألمانيا الاتحادية - أوروبا,48.007319,7.872185
0,https://goo.gl/maps/MHTW5kNsGJ42,"Place de l'Hôtel de ville, 80000 Amiens, France",Mairie d'Amiens - أميان,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,1,الجمهورية الفرنسية - أوروبا,49.894285,2.295795
0,https://goo.gl/maps/A4UFoQaE8T32,"12-14 Boulevard Leon Feix, 95100 Argenteuil",Mairie d'Argenteuil - أرجنتوي,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,2,الجمهورية الفرنسية - أوروبا,48.947807,2.248792
0,https://goo.gl/maps/Nh441bY6Cxv,"Place Pey Berland, 33000 Bordeaux",Mairie de Bordeaux - بوردو,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,3,الجمهورية الفرنسية - أوروبا,44.838279,-0.579814
25 — 15,https://goo.gl/maps/PSmB5JSB1842,"26 Avenue André Morizet, 92100 Boulogne-Billancourt, France",Mairie de Boulogne - بولون-بيانكور Billancourt,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,4,الجمهورية الفرنسية - أوروبا,48.835954,2.240524
18 —24—12—بثت 6,https://goo.gl/maps/PSmB5JSB1843,"26 Avenue André Morizet, 92100 Boulogne-Billancourt, France",Mairie de Boulogne - بولون-بيانكور Billancourt,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,5,الجمهورية الفرنسية - أوروبا,48.835954,2.240524
19 —27—الضثية—26,https://goo.gl/maps/GVQoWDs1Fd32,"123 Avenue de Malakoff, 75116 Paris",باريس - مبنى القنصلية,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,6,الجمهورية الفرنسية - أوروبا,48.874046,2.283974
11 —دشي—17—الررون,https://goo.gl/maps/GVQoWDs1Fd33,"123 Avenue de Malakoff, 75116 Paris",باريس - مبنى القنصلية,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,7,الجمهورية الفرنسية - أوروبا,48.874046,2.283974
16,https://goo.gl/maps/6dt1CxxevsB2,"2 Place de l'Hôtel de ville, 92400 Courbevoie, France",Mairie de Courbevoie - كوربفوا,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,8,الجمهورية الفرنسية - أوروبا,48.895529,2.25523
21 —23,https://goo.gl/maps/6dt1CxxevsB3,"3 Place de l'Hôtel de ville, 92400 Courbevoie, France",Mairie de Courbevoie - كوربفوا,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,9,الجمهورية الفرنسية - أوروبا,48.895529,2.25523
0,https://goo.gl/maps/NXYWKKKriUF2,"Rue Augustin Laurent, 59033 Lille, France",Mairie de Lille - ليل,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,10,الجمهورية الفرنسية - أوروبا,50.630699,3.070912
16 —21 23—1—2—19—26—27—9—11,https://goo.gl/maps/rU5tfEwCSfy,"1 Place de la Comedie, 69001 Lyon",Mairie de Lyon - ليون,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,11,الجمهورية الفرنسية - أوروبا,45.767692,4.835365
15 —25—18—12—14—24—6—8—4—3—5—7,https://goo.gl/maps/rU5tfEwCSfy,"1 Place de la Comedie, 69001 Lyon",Mairie de Lyon - ليون,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,12,الجمهورية الفرنسية - أوروبا,45.767692,4.835365
8,https://goo.gl/maps/Ce9GXiJMzjz,"31 Rue Peclet, 75015 Paris",Mairie du 15e arrondissement - باريس,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,13,الجمهورية الفرنسية - أوروبا,48.841504,2.300163
6,https://goo.gl/maps/Ce9GXiJMzjz,"31 Rue Peclet, 75015 Paris",Mairie du 15e arrondissement - باريس,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,14,الجمهورية الفرنسية - أوروبا,48.841504,2.300163
4,https://goo.gl/maps/Ce9GXiJMzjz,"31 Rue Peclet, 75015 Paris",Mairie du 15e arrondissement - باريس,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,15,الجمهورية الفرنسية - أوروبا,48.841504,2.300163
5,https://goo.gl/maps/dZbMziwRh2y,"21 Place du Pantheon, 75005 Paris",Mairie du 5e arrondissement - باريس,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,16,الجمهورية الفرنسية - أوروبا,48.846369,2.344544
7,https://goo.gl/maps/dZbMziwRh2y,"21 Place du Pantheon, 75005 Paris",Mairie du 5e arrondissement - باريس,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,17,الجمهورية الفرنسية - أوروبا,48.846369,2.344544
3,https://goo.gl/maps/dZbMziwRh2y,"21 Place du Pantheon, 75005 Paris",Mairie du 5e arrondissement - باريس,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,18,الجمهورية الفرنسية - أوروبا,48.846369,2.344544
0,https://goo.gl/maps/RYovZDhGKM92,"2 Avenue du Parc Borély, 13008 Marseille, France",مرسيليا - مبنى القنصلية العامة,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,19,الجمهورية الفرنسية - أوروبا,43.262997,5.377994
0,https://goo.gl/maps/Y532mQxdPrn,"1 Place d'Armes, 57000 Metz",Mairie de Metz - ميتز,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,20,الجمهورية الفرنسية - أوروبا,49.119674,6.176421
0,https://goo.gl/maps/K6ufUo8FrrN2,"1 Place Georges Frêche, 34267 Montpellier, France",Mairie de Montpellier - مونبلييه,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,21,الجمهورية الفرنسية - أوروبا,43.598535,3.896919
0,https://goo.gl/maps/VKc7UpDyZ4R2,"29 Rue de Strasbourg, 44000 Nantes",Mairie de Nantes - نانت,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,22,الجمهورية الفرنسية - أوروبا,47.218713,-1.55376
1,https://goo.gl/maps/bf4QXqm8fb82,"96 Avenue Achille Peretti, 92200 Neuilly-sur-Seine",Mairie de Neuilly-sur -Seine نوي سور سين,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,23,الجمهورية الفرنسية - أوروبا,48.884958,2.2698
2,https://goo.gl/maps/bf4QXqm8fb83,"96 Avenue Achille Peretti, 92200 Neuilly-sur-Seine",Mairie de Neuilly-sur -Seine نوي سور سين,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,24,الجمهورية الفرنسية - أوروبا,48.884958,2.2698
0,https://goo.gl/maps/Rd84LCivyQA2,"5 Rue de l'Hôtel de ville, 06364 Nice, France",Mairie de Nice - نيس,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,25,الجمهورية الفرنسية - أوروبا,43.696222,7.27171
0,https://goo.gl/maps/WkD5dxyFfAF2,"1 Parc de l'Etoile, 67076 Strasbourg",Mairie de Strasbourg - ستراسبورغ,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,26,الجمهورية الفرنسية - أوروبا,48.573463,7.752841
0,https://goo.gl/maps/QDVkmzESaa42,"1 Place du Capitole, 31000 Toulouse",Mairie de Toulouse - تولوز,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,27,الجمهورية الفرنسية - أوروبا,43.604359,1.444136
0,https://goo.gl/maps/kSkWL8iabN82,"3 Rue des Minimes, 37000 Tours",Mairie de Tours - تور,سفارة لبنان في باريس + قنصلية لبنان في مارسيليا,28,الجمهورية الفرنسية - أوروبا,47.390633,0.689328
18,https://goo.gl/maps/dYRHRyH7bkM2,"Zone 4, Rue Dr. Calmette, Abidjan",ابيدجان - المدرسة اللبنانية للتعليم,سفارة لبنان في ابيدجان,1,جمهورية الكوت ديفوار - أفريقيا,5.291436,-3.977253
18,https://goo.gl/maps/dYRHRyH7bkM3,"Zone 4, Rue Dr. Calmette, Abidjan",ابيدجان - المدرسة اللبنانية للتعليم,سفارة لبنان في ابيدجان,2,جمهورية الكوت ديفوار - أفريقيا,5.291436,-3.977253
18,https://goo.gl/maps/dYRHRyH7bkM4,"Zone 4, Rue Dr. Calmette, Abidjan",ابيدجان - المدرسة اللبنانية للتعليم,سفارة لبنان في ابيدجان,3,جمهورية الكوت ديفوار - أفريقيا,5.291436,-3.977253
1 — 2 — 16 — 21 — 23 - 19 - 26 - 6 - 8 - 14 - 12,https://goo.gl/maps/dYRHRyH7bkM5,"Zone 4, Rue Dr. Calmette, Abidjan",ابيدجان - المدرسة اللبنانية للتعليم,سفارة لبنان في ابيدجان,4,جمهورية الكوت ديفوار - أفريقيا,5.291436,-3.977253
20 - 17 - 13 - 11 - 9 - 4 - 5 - 3 - 7 - 25 - 15 - 24,https://goo.gl/maps/dYRHRyH7bkM6,"Zone 4, Rue Dr. Calmette, Abidjan",ابيدجان - المدرسة اللبنانية للتعليم,سفارة لبنان في ابيدجان,5,جمهورية الكوت ديفوار - أفريقيا,5.291436,-3.977253
0,https://goo.gl/maps/JQD5VwRXCZ82,"Boulevard Houphouët-Boigny, San-Pédro, Côte d'Ivoire",HOtel Sophia - سان بيدرو,سفارة لبنان في ابيدجان,6,جمهورية الكوت ديفوار - أفريقيا,4.732443,-6.626319
0,https://goo.gl/maps/E6jEf9SxTBq,"12 Usuma Street, Off Gana Street Maitama, Abuja",ابوجا - مبنى السفارة,سفارة لبنان في ابوجا,1,جمهورية نيجيريا الاتحادية - أفريقيا,9.076744,7.497837
0,https://goo.gl/maps/gb9XWqPVa3K2,"47 Bompai Road, Kano",Lebanon Primary School - كانو,سفارة لبنان في ابوجا,2,جمهورية نيجيريا الاتحادية - أفريقيا,12.009812,8.551654
0,https://goo.gl/maps/whkX2ZvX93A2,"Eleke Cres, Victoria Island, Lagos, Nigeria",لاغوس - مبنى القنصلية العامة,قنصلية لبنان العامة في لاغوس,3,جمهورية نيجيريا الاتحادية - أفريقيا,12.009812,8.551654
0,https://goo.gl/maps/8ByUGzDeJzN2,"Immeuble De La Roche, lot 58, Akpakpa",كوتونو- مبنى القنصلية الفخرية,سفارة لبنان في اكرا,1,جمهورية بنين - أفريقيا,6.361969,2.446375
0,https://goo.gl/maps/eg422uskZMG2,"Local 301, 302, 3eme Etage, Imm. RR house. 124, Blvd du 30 Juin",كينشاسا - مبنى السفارة,سفارة لبنان في كينشاسا,1,جمهورية الكونغو الديمقراطية - أفريقيا,-4.302879,15.311634
0,https://goo.gl/maps/4aU3RmjgQqv,"F864/1 Off Cantonments, Osu, Accra",أكرا - مبنى السفارة,سفارة لبنان في اكرا,1,جمهورية غانا - أفريقيا,5.567255,-0.182403
0,https://goo.gl/maps/PvRi4YRpvCD2,"238 Florence Ribeiro Ave. Groenkloof, Pretoria",بريتوريا - مبنى السفارة,سفارة لبنان في بريتوريا,1,جمهورية جنوب أفريقيا - أفريقيا,-25.773302,28.224699
0,https://goo.gl/maps/7GmMB3CpiSJ2,"Blvd. Triomphal Omar bongo Ondimba, Libreville",ليبرفيل - مبنى السفارة,سفارة لبنان في ليبرفيل,1,الجمهورية الغابونية - أفريقيا,0.41438,9.44694
0,https://goo.gl/maps/FvKr5rCPGxM2,"Rue de commerce - Kaloum Imm. No 748, Conakry",كوناكري - مبنى السفارة,سفارة لبنان في كوناكري,1,جمهورية غينيا - أفريقيا,9.510661,-13.714783
0,https://goo.gl/maps/vsyGaCiBW1z,"Sinkor 12th Street, Corner Warner Ave., Monrovia",منروفيا - مبنى السفارة,سفارة لبنان في منروفيا,1,جمهورية ليبيريا - أفريقيا,6.292265,-10.782522
0,https://goo.gl/maps/viiejLzZhoD2,"57 Spur Road, Wilberforce, Freetown",فريتاون - مبنى السفارة,سفارة لبنان في فريتاون,1,جمهورية سيراليون - أفريقيا,8.463033,-13.269594
0,https://goo.gl/maps/Q7z45UBN9WT2,"22 El Mansour Mohamed Street, Zamalek, Cairo",القاهرة - مبنى السفارة,سفارة لبنان في القاهرة,1,جمهورية مصر العربية - أفريقيا,30.066744,31.22109
0,https://goo.gl/maps/F2KXBwNjuKr,"56 Ave. Jean XXIII, Dakar",دكار - مبنى السفارة,سفارة لبنان في دكار,1,جمهورية السنغال - أفريقيا,14.665588,-17.438665
0,https://goo.gl/maps/TZKYQihUCb42,S.E.S Avenida Das Nacoes Quadra 805 - Lote 17,برازيليا - مبنى السفارة,سفارة لبنان في برازيليا,1,الجمهورية الاتحادية البرازيلية - أمريكا اللاتينية,-15.814588,-47.883205
21,https://goo.gl/maps/FWYPz2B6C232,"Ave. Paulista, 688, 16e Andar, Bela Vista, Sgo Paulo",ساو باولو - مبنى القنصلية العامة,قنصلية لبنان العامة في ساو باولو,2,الجمهورية الاتحادية البرازيلية - أمريكا اللاتينية,-23.566885,-46.649546
21,https://goo.gl/maps/FWYPz2B6C233,"Ave. Paulista, 688, 16e Andar, Bela Vista, Sgo Paulo",ساو باولو - مبنى القنصلية العامة,قنصلية لبنان العامة في ساو باولو,3,الجمهورية الاتحادية البرازيلية - أمريكا اللاتينية,-23.566885,-46.649546
1 — 2 — 25 — 15 — 18 — 20 - 14 - 12 - 24 - 16,https://goo.gl/maps/FWYPz2B6C234,"Ave. Paulista, 688, 16e Andar, Bela Vista, Sgo Paulo",ساو باولو - مبنى القنصلية العامة,قنصلية لبنان العامة في ساو باولو,4,الجمهورية الاتحادية البرازيلية - أمريكا اللاتينية,-23.566885,-46.649546
23 - 19 - 26 - 27 - 10 - 17 -13 - 11 - 9 - 6 - 8 - 4 - 5 -3 - 7,https://goo.gl/maps/FWYPz2B6C235,"Ave. Paulista, 688, 16e Andar, Bela Vista, Sgo Paulo",ساو باولو - مبنى القنصلية العامة,قنصلية لبنان العامة في ساو باولو,5,الجمهورية الاتحادية البرازيلية - أمريكا اللاتينية,-23.566885,-46.649546
0,https://goo.gl/maps/aaaGzsaRSyB2,"Rua Almirante Barroso, 2006 Centro - Foz do Iguacu",Golden Park - فوز دو إيغواسو Internationl Hotel,قنصلية لبنان العامة في ساو باولو,6,الجمهورية الاتحادية البرازيلية - أمريكا اللاتينية,-25.537323,-54.58416
0,https://goo.gl/maps/kfcsHDbfpx52,"San Francisco 629 e/ Republica Siria y Juan de Salazar, Asuncion",أسونسيون - مبنى السفارة,سفارة لبنان في أسونسيون,1,جمهورية باراغواي - أمريكا اللاتينية,-25.286457,-57.603093
24,https://goo.gl/maps/pzWi1L8rc1D2,"Calle Curupayty e/ Teniente Cabello y CaRada del Carmen, Ciudad del Este",Centro Educacional - سيوداد دل إستي Libanes del Paraguay,سفارة لبنان في أسونسيون,2,جمهورية باراغواي - أمريكا اللاتينية,-25.521489,-54.609474
